Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
-5.85504e-02,-0.38,1.02
-5.85488e-02,0.58,-1.06
-5.85472e-02,0.82,1.02
-5.85456e-02,-0.46,-1.02
-5.85440e-02,-0.86,1.02
-5.85424e-02,-0.46,-1.02
-5.85408e-02,0.58,1.02
-5.85392e-02,0.78,-1.02
-5.85376e-02,-0.5,1.02
-5.85360e-02,-0.9,-1.06
-5.85344e-02,-0.42,1.02
-5.85328e-02,0.54,-1.02
-5.85312e-02,0.82,1.02
-5.85296e-02,-0.5,-1.06
-5.85280e-02,-0.9,0.98
-5.85264e-02,-0.42,-1.06
-5.85248e-02,0.54,0.98
-5.85232e-02,0.82,-1.06
-5.85216e-02,-0.5,1.02
-5.85200e-02,-0.86,-1.06
-5.85184e-02,-0.42,0.98
-5.85168e-02,0.58,-1.02
-5.85152e-02,0.82,1.02
-5.85136e-02,-0.5,-1.06
-5.85120e-02,-0.9,1.02
-5.85104e-02,-0.42,-1.02
-5.85088e-02,0.54,0.98
-5.85072e-02,0.82,-1.06
-5.85056e-02,-0.5,0.98
-5.85040e-02,-0.9,-1.06
-5.85024e-02,-0.42,1.02
-5.85008e-02,0.58,-1.02
-5.84992e-02,0.82,0.98
-5.84976e-02,-0.46,-1.02
-5.84960e-02,-0.9,0.98
-5.84944e-02,-0.42,-1.02
-5.84928e-02,0.54,0.98
-5.84912e-02,0.82,-1.02
-5.84896e-02,-0.5,0.98
-5.84880e-02,-0.9,-1.02
-5.84864e-02,-0.42,0.98
-5.84848e-02,0.54,-1.02
-5.84832e-02,0.82,1.02
-5.84816e-02,-0.46,-1.06
-5.84800e-02,-0.86,0.98
-5.84784e-02,-0.42,-1.02
-5.84768e-02,0.54,0.98
-5.84752e-02,0.82,-1.02
-5.84736e-02,-0.46,0.98
-5.84720e-02,-0.9,-1.06
-5.84704e-02,-0.42,0.98
-5.84688e-02,0.54,-1.02
-5.84672e-02,0.78,0.98
-5.84656e-02,-0.46,-1.06
-5.84640e-02,-0.9,0.98
-5.84624e-02,-0.46,-1.02
-5.84608e-02,0.54,0.98
-5.84592e-02,0.82,-1.02
-5.84576e-02,-0.42,0.98
-5.84560e-02,-0.86,-1.02
-5.84544e-02,-0.46,0.98
-5.84528e-02,0.54,-1.02
-5.84512e-02,0.82,0.98
-5.84496e-02,-0.42,-1.02
-5.84480e-02,-0.9,0.98
-5.84464e-02,-0.46,-1.02
-5.84448e-02,0.54,0.98
-5.84432e-02,0.82,-1.02
-5.84416e-02,-0.42,0.98
-5.84400e-02,-0.9,-1.02
-5.84384e-02,-0.46,0.98
-5.84368e-02,0.54,-0.98
-5.84352e-02,0.82,1.02
-5.84336e-02,-0.34,-1.02
-5.84320e-02,-0.9,0.98
-5.84304e-02,-0.46,-0.98
-5.84288e-02,0.54,0.98
-5.84272e-02,0.86,-0.98
-5.84256e-02,-0.34,0.98
-5.84240e-02,-0.86,-0.98
-5.84224e-02,-0.46,0.98
-5.84208e-02,0.54,-0.98
-5.84192e-02,0.82,0.98
-5.84176e-02,-0.34,-0.98
-5.84160e-02,-0.9,0.98
-5.84144e-02,-0.46,-0.98
-5.84128e-02,0.54,0.98
-5.84112e-02,0.86,-0.98
-5.84096e-02,-0.34,0.98
-5.84080e-02,-0.9,-0.98
-5.84064e-02,-0.46,0.98
-5.84048e-02,0.5,-0.98
-5.84032e-02,0.82,0.98
-5.84016e-02,-0.3,-0.98
-5.84000e-02,-0.9,1.02
-5.83984e-02,-0.5,-0.98
-5.83968e-02,0.5,0.98
-5.83952e-02,0.86,-0.98
-5.83936e-02,-0.26,1.02
-5.83920e-02,-0.9,-0.98
-5.83904e-02,-0.5,0.98
-5.83888e-02,0.5,-0.94
-5.83872e-02,0.86,1.02
-5.83856e-02,-0.26,-0.94
-5.83840e-02,-0.9,1.02
-5.83824e-02,-0.46,-0.94
-5.83808e-02,0.5,0.98
-5.83792e-02,0.86,-0.98
-5.83776e-02,-0.26,0.98
-5.83760e-02,-0.94,-0.94
-5.83744e-02,-0.46,0.98
-5.83728e-02,0.46,-0.98
-5.83712e-02,0.86,0.98
-5.83696e-02,-0.26,-0.94
-5.83680e-02,-0.9,0.98
-5.83664e-02,-0.5,-0.98
-5.83648e-02,0.5,0.98
-5.83632e-02,0.86,-0.98
-5.83616e-02,-0.26,1.02
-5.83600e-02,-0.9,-0.98
-5.83584e-02,-0.5,1.02
-5.83568e-02,0.5,-0.98
-5.83552e-02,0.86,0.98
-5.83536e-02,-0.26,-0.98
-5.83520e-02,-0.9,1.02
-5.83504e-02,-0.46,-0.94
-5.83488e-02,0.5,0.98
-5.83472e-02,0.86,-0.94
-5.83456e-02,-0.26,1.02
-5.83440e-02,-0.86,-0.98
-5.83424e-02,-0.5,1.02
-5.83408e-02,0.46,-0.94
-5.83392e-02,0.9,0.98
-5.83376e-02,-0.22,-0.98
-5.83360e-02,-0.9,1.02
-5.83344e-02,-0.5,-0.94
-5.83328e-02,0.46,1.02
-5.83312e-02,0.86,-0.94
-5.83296e-02,-0.22,1.02
-5.83280e-02,-0.9,-0.94
-5.83264e-02,-0.5,0.98
-5.83248e-02,0.46,-0.98
-5.83232e-02,0.86,1.02
-5.83216e-02,-0.3,-0.98
-5.83200e-02,-0.9,1.02
-5.83184e-02,-0.5,-0.98
-5.83168e-02,0.46,1.02
-5.83152e-02,0.86,-0.98
-5.83136e-02,-0.26,1.02
-5.83120e-02,-0.9,-0.98
-5.83104e-02,-0.5,1.02
-5.83088e-02,0.5,-0.98
-5.83072e-02,0.86,1.02
-5.83056e-02,-0.3,-0.98
-5.83040e-02,-0.86,1.02
-5.83024e-02,-0.5,-0.94
-5.83008e-02,0.5,0.98
-5.82992e-02,0.86,-0.98
-5.82976e-02,-0.3,1.02
-5.82960e-02,-0.86,-0.98
-5.82944e-02,-0.5,1.02
-5.82928e-02,0.5,-0.98
-5.82912e-02,0.86,0.98
-5.82896e-02,-0.3,-0.98
-5.82880e-02,-0.9,1.02
-5.82864e-02,-0.5,-0.98
-5.82848e-02,0.46,1.02
-5.82832e-02,0.86,-0.98
-5.82816e-02,-0.34,1.02
-5.82800e-02,-0.9,-0.98
-5.82784e-02,-0.5,1.02
-5.82768e-02,0.46,-0.98
-5.82752e-02,0.86,1.02
-5.82736e-02,-0.34,-0.98
-5.82720e-02,-0.9,1.02
-5.82704e-02,-0.5,-0.98
-5.82688e-02,0.46,1.02
-5.82672e-02,0.86,-1.02
-5.82656e-02,-0.34,1.02
-5.82640e-02,-0.9,-0.98
-5.82624e-02,-0.5,1.02
-5.82608e-02,0.46,-0.98
-5.82592e-02,0.82,1.02
-5.82576e-02,-0.34,-1.02
-5.82560e-02,-0.9,1.02
-5.82544e-02,-0.5,-0.98
-5.82528e-02,0.46,1.02
-5.82512e-02,0.9,-0.98
-5.82496e-02,-0.34,1.02
-5.82480e-02,-0.86,-0.98
-5.82464e-02,-0.54,1.02
-5.82448e-02,0.46,-1.02
-5.82432e-02,0.86,1.02
-5.82416e-02,-0.34,-1.02
-5.82400e-02,-0.9,1.02
-5.82384e-02,-0.54,-1.02
-5.82368e-02,0.5,1.02
-5.82352e-02,0.86,-0.98
-5.82336e-02,-0.38,1.02
-5.82320e-02,-0.9,-1.02
-5.82304e-02,-0.54,1.02
-5.82288e-02,0.46,-1.02
-5.82272e-02,0.86,0.98
-5.82256e-02,-0.34,-1.02
-5.82240e-02,-0.9,1.02
-5.82224e-02,-0.5,-1.02
-5.82208e-02,0.5,1.02
-5.82192e-02,0.82,-1.02
-5.82176e-02,-0.34,1.02
-5.82160e-02,-0.86,-0.98
-5.82144e-02,-0.54,1.02
-5.82128e-02,0.42,-0.98
-5.82112e-02,0.82,1.02
-5.82096e-02,-0.3,-0.98
-5.82080e-02,-0.9,0.98
-5.82064e-02,-0.54,-0.98
-5.82048e-02,0.46,0.98
-5.82032e-02,0.86,-1.02
-5.82016e-02,-0.3,1.02
-5.82000e-02,-0.9,-0.98
-5.81984e-02,-0.54,1.02
-5.81968e-02,0.46,-0.98
-5.81952e-02,0.86,0.98
-5.81936e-02,-0.3,-0.98
-5.81920e-02,-0.9,1.02
-5.81904e-02,-0.54,-0.98
-5.81888e-02,0.42,0.98
-5.81872e-02,0.86,-0.98
-5.81856e-02,-0.3,0.98
-5.81840e-02,-0.9,-0.98
-5.81824e-02,-0.54,1.02
-5.81808e-02,0.42,-0.98
-5.81792e-02,0.86,1.02
-5.81776e-02,-0.3,-0.98
-5.81760e-02,-0.9,0.98
-5.81744e-02,-0.54,-0.98
-5.81728e-02,0.42,0.98
-5.81712e-02,0.86,-0.98
-5.81696e-02,-0.26,0.98
-5.81680e-02,-0.9,-0.94
-5.81664e-02,-0.54,1.02
-5.81648e-02,0.42,-0.98
-5.81632e-02,0.86,0.98
-5.81616e-02,-0.26,-0.94
-5.81600e-02,-0.94,1.02
-5.81584e-02,-0.54,-0.94
-5.81568e-02,0.42,0.98
-5.81552e-02,0.86,-0.94
-5.81536e-02,-0.18,0.98
-5.81520e-02,-0.86,-0.94
-5.81504e-02,-0.54,1.02
-5.81488e-02,0.38,-0.94
-5.81472e-02,0.86,0.98
-5.81456e-02,-0.18,-0.94
-5.81440e-02,-0.86,1.02
-5.81424e-02,-0.54,-0.94
-5.81408e-02,0.42,1.02
-5.81392e-02,0.86,-0.94
-5.81376e-02,-0.14,1.02
-5.81360e-02,-0.86,-0.94
-5.81344e-02,-0.54,1.02
-5.81328e-02,0.38,-0.94
-5.81312e-02,0.9,0.98
-5.81296e-02,-0.18,-0.94
-5.81280e-02,-0.86,0.98
-5.81264e-02,-0.58,-0.94
-5.81248e-02,0.38,0.98
-5.81232e-02,0.86,-0.98
-5.81216e-02,-0.14,0.98
-5.81200e-02,-0.86,-0.94
-5.81184e-02,-0.58,0.98
-5.81168e-02,0.38,-0.94
-5.81152e-02,0.86,0.98
-5.81136e-02,-0.0999999,-0.94
-5.81120e-02,-0.86,1.02
-5.81104e-02,-0.58,-0.94
-5.81088e-02,0.38,0.98
-5.81072e-02,0.86,-0.98
-5.81056e-02,-0.14,0.98
-5.81040e-02,-0.9,-0.98
-5.81024e-02,-0.58,0.98
-5.81008e-02,0.38,-0.98
-5.80992e-02,0.9,0.98
-5.80976e-02,-0.0999999,-0.98
-5.80960e-02,-0.9,1.02
-5.80944e-02,-0.54,-0.94
-5.80928e-02,0.42,0.98
-5.80912e-02,0.9,-0.98
-5.80896e-02,-0.0999999,0.98
-5.80880e-02,-0.9,-0.98
-5.80864e-02,-0.58,0.98
-5.80848e-02,0.34,-0.98
-5.80832e-02,0.86,0.98
-5.80816e-02,-0.0999999,-0.98
-5.80800e-02,-0.9,0.98
-5.80784e-02,-0.58,-0.98
-5.80768e-02,0.34,0.98
-5.80752e-02,0.9,-0.98
-5.80736e-02,-0.0999999,0.98
-5.80720e-02,-0.9,-0.98
-5.80704e-02,-0.58,0.98
-5.80688e-02,0.38,-0.98
-5.80672e-02,0.9,0.98
-5.80656e-02,-0.0999999,-0.98
-5.80640e-02,-0.86,0.98
-5.80624e-02,-0.58,-0.98
-5.80608e-02,0.38,0.98
-5.80592e-02,0.9,-0.98
-5.80576e-02,-0.0999999,0.98
-5.80560e-02,-0.9,-0.98
-5.80544e-02,-0.58,0.98
-5.80528e-02,0.38,-0.98
-5.80512e-02,0.9,0.98
-5.80496e-02,-0.0999999,-0.98
-5.80480e-02,-0.86,0.98
-5.80464e-02,-0.58,-0.98
-5.80448e-02,0.34,0.98
-5.80432e-02,0.9,-0.98
-5.80416e-02,-0.14,0.98
-5.80400e-02,-0.9,-0.98
-5.80384e-02,-0.58,0.98
-5.80368e-02,0.38,-0.98
-5.80352e-02,0.86,0.98
-5.80336e-02,-0.14,-0.98
-5.80320e-02,-0.86,1.02
-5.80304e-02,-0.58,-0.98
-5.80288e-02,0.38,0.98
-5.80272e-02,0.9,-0.98
-5.80256e-02,-0.14,0.98
-5.80240e-02,-0.9,-0.98
-5.80224e-02,-0.58,1.02
-5.80208e-02,0.34,-0.98
-5.80192e-02,0.86,1.02
-5.80176e-02,-0.14,-0.98
-5.80160e-02,-0.86,1.02
-5.80144e-02,-0.58,-0.98
-5.80128e-02,0.34,1.02
-5.80112e-02,0.9,-0.98
-5.80096e-02,-0.18,1.02
-5.80080e-02,-0.86,-0.98
-5.80064e-02,-0.58,1.02
-5.80048e-02,0.38,-0.98
-5.80032e-02,0.86,1.02
-5.80016e-02,-0.18,-0.98
-5.80000e-02,-0.9,1.02
-5.79984e-02,-0.62,-0.94
-5.79968e-02,0.34,1.02
-5.79952e-02,0.9,-0.98
-5.79936e-02,-0.18,1.02
-5.79920e-02,-0.9,-0.94
-5.79904e-02,-0.62,1.02
-5.79888e-02,0.34,-0.98
-5.79872e-02,0.9,1.02
-5.79856e-02,-0.18,-0.98
-5.79840e-02,-0.9,1.06
-5.79824e-02,-0.58,-0.94
-5.79808e-02,0.34,1.02
-5.79792e-02,0.9,-0.98
-5.79776e-02,-0.18,1.06
-5.79760e-02,-0.9,-0.94
-5.79744e-02,-0.62,1.02
-5.79728e-02,0.34,-0.94
-5.79712e-02,0.9,1.02
-5.79696e-02,-0.22,-0.94
-5.79680e-02,-0.86,1.02
-5.79664e-02,-0.62,-0.94
-5.79648e-02,0.34,1.02
-5.79632e-02,0.9,-0.98
-5.79616e-02,-0.18,1.02
-5.79600e-02,-0.86,-0.94
-5.79584e-02,-0.58,1.02
-5.79568e-02,0.34,-0.94
-5.79552e-02,0.9,1.02
-5.79536e-02,-0.18,-0.98
-5.79520e-02,-0.86,1.02
-5.79504e-02,-0.58,-0.94
-5.79488e-02,0.34,1.02
-5.79472e-02,0.9,-0.94
-5.79456e-02,-0.22,1.02
-5.79440e-02,-0.86,-0.94
-5.79424e-02,-0.62,1.02
-5.79408e-02,0.34,-0.94
-5.79392e-02,0.9,1.02
-5.79376e-02,-0.18,-0.94
-5.79360e-02,-0.86,1.02
-5.79344e-02,-0.62,-0.94
-5.79328e-02,0.34,1.02
-5.79312e-02,0.9,-0.94
-5.79296e-02,-0.18,1.02
-5.79280e-02,-0.86,-0.94
-5.79264e-02,-0.62,1.02
-5.79248e-02,0.3,-0.94
-5.79232e-02,0.9,1.02
-5.79216e-02,-0.14,-0.94
-5.79200e-02,-0.86,1.02
-5.79184e-02,-0.62,-0.94
-5.79168e-02,0.34,0.98
-5.79152e-02,0.9,-0.94
-5.79136e-02,-0.14,1.02
-5.79120e-02,-0.86,-0.94
-5.79104e-02,-0.62,1.02
-5.79088e-02,0.3,-0.94
-5.79072e-02,0.86,1.02
-5.79056e-02,-0.14,-0.94
-5.79040e-02,-0.86,1.02
-5.79024e-02,-0.66,-0.94
-5.79008e-02,0.3,0.98
-5.78992e-02,0.9,-0.98
-5.78976e-02,-0.0999999,0.98
-5.78960e-02,-0.86,-0.98
-5.78944e-02,-0.62,0.98
-5.78928e-02,0.3,-0.98
-5.78912e-02,0.9,0.98
-5.78896e-02,-0.0999999,-0.94
-5.78880e-02,-0.86,1.02
-5.78864e-02,-0.66,-0.94
-5.78848e-02,0.3,0.98
-5.78832e-02,0.86,-0.94
-5.78816e-02,-0.0599999,0.98
-5.78800e-02,-0.86,-0.98
-5.78784e-02,-0.66,0.98
-5.78768e-02,0.3,-0.98
-5.78752e-02,0.9,0.98
-5.78736e-02,-0.0599999,-0.98
-5.78720e-02,-0.86,0.98
-5.78704e-02,-0.66,-0.98
-5.78688e-02,0.26,0.94
-5.78672e-02,0.9,-0.98
-5.78656e-02,-0.0199999,0.98
-5.78640e-02,-0.86,-1.02
-5.78624e-02,-0.66,0.98
-5.78608e-02,0.26,-0.98
-5.78592e-02,0.9,0.98
-5.78576e-02,-0.0199999,-0.98
-5.78560e-02,-0.82,0.94
-5.78544e-02,-0.62,-0.98
-5.78528e-02,0.26,0.98
-5.78512e-02,0.9,-1.02
-5.78496e-02,-0.0199999,0.98
-5.78480e-02,-0.82,-0.98
-5.78464e-02,-0.7,0.98
-5.78448e-02,0.26,-0.98
-5.78432e-02,0.9,0.94
-5.78416e-02,0.0200001,-0.98
-5.78400e-02,-0.86,0.94
-5.78384e-02,-0.7,-1.02
-5.78368e-02,0.26,0.94
-5.78352e-02,0.86,-1.02
-5.78336e-02,0.0200001,0.94
-5.78320e-02,-0.82,-1.02
-5.78304e-02,-0.66,0.94
-5.78288e-02,0.26,-1.02
-5.78272e-02,0.9,0.94
-5.78256e-02,0.0200001,-1.02
-5.78240e-02,-0.82,0.94
-5.78224e-02,-0.66,-1.02
-5.78208e-02,0.26,0.94
-5.78192e-02,0.9,-1.02
-5.78176e-02,0.0600001,0.94
-5.78160e-02,-0.78,-1.06
-5.78144e-02,-0.66,0.94
-5.78128e-02,0.22,-1.02
-5.78112e-02,0.94,0.94
-5.78096e-02,0.0600001,-1.02
-5.78080e-02,-0.82,0.98
-5.78064e-02,-0.7,-0.98
-5.78048e-02,0.26,0.94
-5.78032e-02,0.9,-1.02
-5.78016e-02,0.0600001,0.94
-5.78000e-02,-0.82,-1.02
-5.77984e-02,-0.66,0.94
-5.77968e-02,0.3,-0.98
-5.77952e-02,0.9,0.94
-5.77936e-02,0.0600001,-1.02
-5.77920e-02,-0.82,0.94
-5.77904e-02,-0.66,-1.02
-5.77888e-02,0.26,0.94
-5.77872e-02,0.9,-1.06
-5.77856e-02,0.0600001,0.94
-5.77840e-02,-0.86,-1.02
-5.77824e-02,-0.66,0.94
-5.77808e-02,0.22,-1.02
-5.77792e-02,0.9,0.94
-5.77776e-02,0.0600001,-1.02
-5.77760e-02,-0.82,0.94
-5.77744e-02,-0.7,-1.02
-5.77728e-02,0.26,0.94
-5.77712e-02,0.9,-1.02
-5.77696e-02,0.0200001,0.94
-5.77680e-02,-0.82,-1.02
-5.77664e-02,-0.7,0.94
-5.77648e-02,0.26,-1.02
-5.77632e-02,0.9,0.98
-5.77616e-02,0.0600001,-1.02
-5.77600e-02,-0.82,0.94
-5.77584e-02,-0.66,-1.06
-5.77568e-02,0.22,0.94
-5.77552e-02,0.9,-1.02
-5.77536e-02,0.0200001,0.98
-5.77520e-02,-0.82,-1.02
-5.77504e-02,-0.66,0.98
-5.77488e-02,0.22,-1.02
-5.77472e-02,0.94,0.98
-5.77456e-02,0.0200001,-1.06
-5.77440e-02,-0.82,0.98
-5.77424e-02,-0.66,-1.06
-5.77408e-02,0.18,0.98
-5.77392e-02,0.9,-1.02
-5.77376e-02,0.0200001,0.98
-5.77360e-02,-0.86,-1.02
-5.77344e-02,-0.7,0.98
-5.77328e-02,0.22,-1.02
-5.77312e-02,0.94,0.98
-5.77296e-02,0.0200001,-1.06
-5.77280e-02,-0.86,0.98
-5.77264e-02,-0.7,-1.02
-5.77248e-02,0.22,0.98
-5.77232e-02,0.9,-1.02
-5.77216e-02,-0.0199999,0.98
-5.77200e-02,-0.86,-1.06
-5.77184e-02,-0.7,0.98
-5.77168e-02,0.22,-1.06
-5.77152e-02,0.9,0.98
-5.77136e-02,-0.0199999,-1.02
-5.77120e-02,-0.82,0.98
-5.77104e-02,-0.66,-1.02
-5.77088e-02,0.26,0.98
-5.77072e-02,0.9,-1.02
-5.77056e-02,0.0200001,1.02
-5.77040e-02,-0.86,-1.02
-5.77024e-02,-0.74,1.02
-5.77008e-02,0.22,-1.02
-5.76992e-02,0.9,1.02
-5.76976e-02,-0.0199999,-1.02
-5.76960e-02,-0.82,1.02
-5.76944e-02,-0.74,-1.02
-5.76928e-02,0.18,1.02
-5.76912e-02,0.9,-1.02
-5.76896e-02,-0.0199999,0.98
-5.76880e-02,-0.82,-0.98
-5.76864e-02,-0.7,1.02
-5.76848e-02,0.22,-0.98
-5.76832e-02,0.9,0.98
-5.76816e-02,-0.0199999,-1.02
-5.76800e-02,-0.82,1.02
-5.76784e-02,-0.7,-0.98
-5.76768e-02,0.22,0.98
-5.76752e-02,0.9,-1.02
-5.76736e-02,-0.0599999,0.98
-5.76720e-02,-0.86,-0.98
-5.76704e-02,-0.7,1.02
-5.76688e-02,0.22,-0.98
-5.76672e-02,0.9,0.98
-5.76656e-02,-0.0199999,-1.02
-5.76640e-02,-0.82,1.02
-5.76624e-02,-0.7,-0.98
-5.76608e-02,0.18,1.02
-5.76592e-02,0.9,-0.98
-5.76576e-02,0.0200001,0.98
-5.76560e-02,-0.82,-0.98
-5.76544e-02,-0.74,0.98
-5.76528e-02,0.22,-0.98
-5.76512e-02,0.9,0.98
-5.76496e-02,-0.0199999,-0.98
-5.76480e-02,-0.82,0.98
-5.76464e-02,-0.7,-0.98
-5.76448e-02,0.22,0.98
-5.76432e-02,0.9,-0.98
-5.76416e-02,-0.0199999,0.98
-5.76400e-02,-0.82,-0.98
-5.76384e-02,-0.74,0.98
-5.76368e-02,0.18,-0.98
-5.76352e-02,0.9,0.98
-5.76336e-02,0.0600001,-0.98
-5.76320e-02,-0.78,0.98
-5.76304e-02,-0.7,-0.98
-5.76288e-02,0.22,0.98
-5.76272e-02,0.86,-0.98
-5.76256e-02,0.0600001,0.98
-5.76240e-02,-0.78,-1.02
-5.76224e-02,-0.74,0.94
-5.76208e-02,0.22,-1.02
-5.76192e-02,0.86,0.94
-5.76176e-02,0.0600001,-0.98
-5.76160e-02,-0.82,0.94
-5.76144e-02,-0.74,-0.98
-5.76128e-02,0.18,0.94
-5.76112e-02,0.86,-1.02
-5.76096e-02,0.1,0.94
-5.76080e-02,-0.78,-1.02
-5.76064e-02,-0.74,0.94
-5.76048e-02,0.18,-0.98
-5.76032e-02,0.9,0.94
-5.76016e-02,0.14,-0.98
-5.76000e-02,-0.78,0.94
-5.75984e-02,-0.74,-1.02
-5.75968e-02,0.14,0.94
-5.75952e-02,0.9,-1.02
-5.75936e-02,0.14,0.94
-5.75920e-02,-0.82,-1.02
-5.75904e-02,-0.74,0.94
-5.75888e-02,0.18,-1.02
-5.75872e-02,0.86,0.94
-5.75856e-02,0.14,-1.02
-5.75840e-02,-0.82,0.94
-5.75824e-02,-0.74,-1.02
-5.75808e-02,0.14,0.9
-5.75792e-02,0.86,-1.02
-5.75776e-02,0.18,0.94
-5.75760e-02,-0.78,-1.02
-5.75744e-02,-0.74,0.9
-5.75728e-02,0.14,-1.02
-5.75712e-02,0.9,0.9
-5.75696e-02,0.18,-1.06
-5.75680e-02,-0.78,0.94
-5.75664e-02,-0.74,-1.02
-5.75648e-02,0.18,0.9
-5.75632e-02,0.86,-1.02
-5.75616e-02,0.18,0.94
-5.75600e-02,-0.78,-1.06
-5.75584e-02,-0.74,0.94
-5.75568e-02,0.14,-1.02
-5.75552e-02,0.9,0.94
-5.75536e-02,0.18,-1.06
-5.75520e-02,-0.78,0.94
-5.75504e-02,-0.78,-1.02
-5.75488e-02,0.14,0.94
-5.75472e-02,0.9,-1.06
-5.75456e-02,0.22,0.94
-5.75440e-02,-0.74,-1.02
-5.75424e-02,-0.78,0.94
-5.75408e-02,0.14,-1.02
-5.75392e-02,0.86,0.94
-5.75376e-02,0.22,-1.06
-5.75360e-02,-0.78,0.94
-5.75344e-02,-0.74,-1.02
-5.75328e-02,0.14,0.94
-5.75312e-02,0.9,-1.02
-5.75296e-02,0.22,0.94
-5.75280e-02,-0.78,-1.02
-5.75264e-02,-0.78,0.94
-5.75248e-02,0.14,-1.06
-5.75232e-02,0.9,0.94
-5.75216e-02,0.18,-1.02
-5.75200e-02,-0.78,0.94
-5.75184e-02,-0.74,-1.02
-5.75168e-02,0.14,0.94
-5.75152e-02,0.9,-1.02
-5.75136e-02,0.22,0.94
-5.75120e-02,-0.78,-1.02
-5.75104e-02,-0.78,0.94
-5.75088e-02,0.1,-1.02
-5.75072e-02,0.9,0.94
-5.75056e-02,0.18,-1.02
-5.75040e-02,-0.74,0.94
-5.75024e-02,-0.78,-1.02
-5.75008e-02,0.14,0.94
-5.74992e-02,0.9,-1.02
-5.74976e-02,0.18,0.94
-5.74960e-02,-0.78,-1.02
-5.74944e-02,-0.74,0.94
-5.74928e-02,0.1,-1.02
-5.74912e-02,0.9,0.94
-5.74896e-02,0.22,-1.02
-5.74880e-02,-0.78,0.94
-5.74864e-02,-0.74,-1.02
-5.74848e-02,0.1,0.94
-5.74832e-02,0.86,-1.02
-5.74816e-02,0.18,0.94
-5.74800e-02,-0.78,-1.02
-5.74784e-02,-0.78,0.94
-5.74768e-02,0.14,-1.02
-5.74752e-02,0.9,0.94
-5.74736e-02,0.14,-1.02
-5.74720e-02,-0.78,0.94
-5.74704e-02,-0.74,-1.02
-5.74688e-02,0.1,0.9
-5.74672e-02,0.9,-1.06
-5.74656e-02,0.18,0.94
-5.74640e-02,-0.78,-1.06
-5.74624e-02,-0.74,0.94
-5.74608e-02,0.1,-1.02
-5.74592e-02,0.9,0.94
-5.74576e-02,0.14,-1.06
-5.74560e-02,-0.82,0.94
-5.74544e-02,-0.78,-1.06
-5.74528e-02,0.0600001,0.94
-5.74512e-02,0.9,-1.06
-5.74496e-02,0.14,0.94
-5.74480e-02,-0.78,-1.06
-5.74464e-02,-0.74,0.94
-5.74448e-02,0.1,-1.06
-5.74432e-02,0.9,0.98
-5.74416e-02,0.14,-1.06
-5.74400e-02,-0.74,0.98
-5.74384e-02,-0.78,-1.06
-5.74368e-02,0.1,0.94
-5.74352e-02,0.9,-1.02
-5.74336e-02,0.14,0.98
-5.74320e-02,-0.78,-1.02
-5.74304e-02,-0.78,0.98
-5.74288e-02,0.0600001,-1.06
-5.74272e-02,0.9,0.94
-5.74256e-02,0.14,-1.06
-5.74240e-02,-0.78,0.98
-5.74224e-02,-0.74,-1.02
-5.74208e-02,0.1,0.94
-5.74192e-02,0.86,-1.02
-5.74176e-02,0.14,0.98
-5.74160e-02,-0.78,-1.02
-5.74144e-02,-0.78,0.94
-5.74128e-02,0.1,-1.06
-5.74112e-02,0.86,0.98
-5.74096e-02,0.14,-1.06
-5.74080e-02,-0.78,0.98
-5.74064e-02,-0.78,-1.02
-5.74048e-02,0.0600001,0.98
-5.74032e-02,0.9,-1.02
-5.74016e-02,0.14,0.94
-5.74000e-02,-0.78,-1.02
-5.73984e-02,-0.78,0.98
-5.73968e-02,0.0600001,-1.02
-5.73952e-02,0.9,0.98
-5.73936e-02,0.14,-1.02
-5.73920e-02,-0.74,0.94
-5.73904e-02,-0.78,-1.02
-5.73888e-02,0.1,0.98
-5.73872e-02,0.86,-1.02
-5.73856e-02,0.14,0.98
-5.73840e-02,-0.74,-1.02
-5.73824e-02,-0.74,0.98
-5.73808e-02,0.0600001,-0.98
-5.73792e-02,0.86,0.94
-5.73776e-02,0.14,-1.02
-5.73760e-02,-0.78,0.94
-5.73744e-02,-0.78,-1.02
-5.73728e-02,0.0600001,0.94
-5.73712e-02,0.9,-1.02
-5.73696e-02,0.18,0.94
-5.73680e-02,-0.78,-1.02
-5.73664e-02,-0.74,0.94
-5.73648e-02,0.0600001,-1.02
-5.73632e-02,0.9,0.94
-5.73616e-02,0.18,-1.02
-5.73600e-02,-0.74,0.94
-5.73584e-02,-0.78,-1.02
-5.73568e-02,0.0600001,0.9
-5.73552e-02,0.9,-1.02
-5.73536e-02,0.18,0.94
-5.73520e-02,-0.74,-1.02
-5.73504e-02,-0.78,0.9
-5.73488e-02,0.0600001,-1.02
-5.73472e-02,0.86,0.9
-5.73456e-02,0.22,-1.02
-5.73440e-02,-0.74,0.94
-5.73424e-02,-0.78,-1.02
-5.73408e-02,0.0600001,0.9
-5.73392e-02,0.86,-1.02
-5.73376e-02,0.26,0.94
-5.73360e-02,-0.74,-1.02
